#total ContainerOverlap bonded nonbonded
376000 6269.98 0 8450.67 -2180.69
378000 6284 0 8434.33 -2150.33
380000 6215.54 0 8373.41 -2157.87
382000 6330.78 0 8464.52 -2133.75
384000 6229.42 0 8416.26 -2186.84
386000 6251.71 0 8454.85 -2203.13
388000 6341.79 0 8416.36 -2074.57
390000 6243.98 0 8453.23 -2209.25
392000 6271.16 0 8410.37 -2139.21
394000 6257.73 0 8477.31 -2219.58
396000 6212.17 0 8474.6 -2262.43
398000 6251.53 0 8466.19 -2214.66
400000 6288.57 0 8423.75 -2135.18
